,game,release_date,Platform,Genre,developer,owners,publisher,price,Rank,average_playtime,median_playtime,metascore_x,Year,metascore_y,userscore
1220,Escape Dead Island,18-Nov-14,PC,Action,Fatshark,"50,000-100,000",Deep Silver,14.99,29965,0.0,0.0,52.0,2014.0,52,3.5
1221,Return to Mysterious Island,6-Mar-14,PC,Adventure,Kheops Studio,"50,000-100,000",Microids,7.99,20554,0.0,0.0,,2004.0,79,7.7
1222,Gunman Clive,3-Jan-14,3DS,Action,Hörberg Productions,"50,000-100,000",Hörberg Productions,1.99,53819,0.0,0.0,,2013.0,82,8.2
1223,Ancient Space,23-Sep-14,PC,Strategy,CreativeForge Games,"50,000-100,000",Paradox Interactive,19.99,52922,0.0,0.0,,2019.0,68,7.4
1224,Xeodrifter,11-Dec-14,3DS,Action,Renegade Kid,"50,000-100,000",Good Shepherd Entertainment,9.99,51988,0.0,0.0,,2014.0,73,7.1
1225,Rooms: The Main Building,11-Jul-14,DS,Adventure,HandMade Game,"50,000-100,000",Zero Rock Entertainment,9.99,4533,0.0,0.0,,2010.0,56,tbd
1226,GoD Factory: Wingmen,29-Aug-14,PC,Strategy,Nine Dots Studio,"20,000-50,000",Nine Dots Studio,19.99,32287,0.0,0.0,76.0,2014.0,76,6.6
1227,Fenix Rage,24-Sep-14,PC,Misc,Green Lava Studios,"20,000-50,000",Reverb Triple XP,14.99,30683,0.0,0.0,75.0,2014.0,75,6.9
1228,Road Not Taken,5-Aug-14,PS4,Misc,Spry Fox LLC,"20,000-50,000",Spry Fox LLC,14.99,43008,0.0,0.0,75.0,2014.0,70,5.6
1229,Road Not Taken,5-Aug-14,PC,Puzzle,Spry Fox LLC,"20,000-50,000",Spry Fox LLC,14.99,43009,0.0,0.0,75.0,2014.0,75,6.5
1230,Shadows: Heretic Kingdoms,20-Nov-14,PC,Role-Playing,Games Farm,"20,000-50,000",Kalypso Media Digital,39.99,44232,0.0,0.0,74.0,2014.0,74,7.1
1231,Full Bore,6-May-14,PC,Misc,Whole Hog Games,"20,000-50,000",Nkidu Games Inc.,14.99,31488,0.0,0.0,72.0,2013.0,72,6.7
1232,MouseCraft,8-Jul-14,PC,Misc,Crunching Koalas,"20,000-50,000",Crunching Koalas,9.99,38504,0.0,0.0,72.0,2014.0,72,6.8
1233,MouseCraft,8-Jul-14,PS4,Misc,Crunching Koalas,"20,000-50,000",Crunching Koalas,9.99,38506,0.0,0.0,72.0,2014.0,72,5.6
1234,The Golf Club,19-Aug-14,PS4,Sports,HB Studios,"20,000-50,000",HB Studios,29.99,10914,0.0,0.0,70.0,2015.0,66,6.4
1235,The Golf Club,19-Aug-14,PC,Sports,HB Studios,"20,000-50,000",HB Studios,29.99,48224,0.0,0.0,70.0,2015.0,70,6.2
1236,A Golden Wake,9-Oct-14,PC,Adventure,Grundislav Games,"20,000-50,000",Wadjet Eye Games,9.99,21616,0.0,0.0,68.0,2014.0,68,6
1237,Runers,2-Sep-14,PC,Role-Playing,LGK Games,"20,000-50,000",Mastertronic,9.99,43397,0.0,0.0,68.0,2014.0,68,6.9
1238,Unrest,23-Jul-14,PC,Role-Playing,Pyrodactyl,"20,000-50,000",Pyrodactyl,9.99,50404,0.0,0.0,65.0,2014.0,65,5.8
1239,Redux: Dark Matters,12-Dec-14,PC,Misc,KTX Software,"20,000-50,000",Signo & Arte,12.99,42662,0.0,0.0,61.0,2015.0,61,tbd
1240,Dracula 3: The Path of the Dragon,17-Apr-14,PC,Adventure,Microids,"20,000-50,000",Microids,7.99,29038,0.0,0.0,,2008.0,65,7.2
1241,7 Wonders of the Ancient World,18-Feb-14,DS,Puzzle,MumboJumbo,"20,000-50,000",MumboJumbo,6.99,11176,0.0,0.0,,2007.0,60,8.3
1242,7 Wonders of the Ancient World,18-Feb-14,PSP,Puzzle,MumboJumbo,"20,000-50,000",MumboJumbo,6.99,13419,0.0,0.0,,2007.0,51,tbd
1243,Halfway,22-Jul-14,PC,Role-Playing,Robotality,"20,000-50,000",Chucklefish,12.99,32908,0.0,0.0,,2014.0,69,6.1
1244,Descent 3,15-Apr-14,PC,Shooter,Outrage Entertainment,"0-20,000",Interplay Inc.,9.99,20836,0.0,0.0,89.0,2000.0,89,8.1
1245,So Many Me,17-Jul-14,PC,Puzzle,Extend Studio,"0-20,000",ORiGO GAMES,14.99,45319,0.0,0.0,78.0,2014.0,78,7.1
1246,To End All Wars,29-Aug-14,PC,Strategy,Ageod,"0-20,000",Slitherine Ltd.,39.99,49288,0.0,0.0,71.0,2014.0,71,7.5
1247,Pure Pool,31-Jul-14,PS4,Misc,VooFoo Studios,"0-20,000",Ripstone,9.99,41875,0.0,0.0,68.0,2014.0,75,7.1
1248,Infinity Runner,14-Jul-14,PC,Action,Wales Interactive,"0-20,000",Wales Interactive,6.99,34192,0.0,0.0,56.0,2014.0,56,6.5
1249,Infinity Runner,14-Jul-14,PS4,Action,Wales Interactive,"0-20,000",Wales Interactive,6.99,53942,0.0,0.0,56.0,2015.0,45,5.5
1250,Wayward Manor,15-Jul-14,PC,Adventure,"Moonshark, Inc.","0-20,000","Moonshark, Inc.",6.99,51119,0.0,0.0,41.0,2014.0,41,4.5
1251,4PM,9-Jul-14,PC,Adventure,Bojan Brbora,"0-20,000",4PM GAME,2.99,21522,0.0,0.0,41.0,2014.0,41,4.2
1252,Do Not Fall,18-Dec-14,PS3,Misc,XPEC Entertainment Inc.,"0-20,000",XPEC Entertainment Inc.,9.99,28675,0.0,0.0,,2013.0,67,tbd
1254,Derrick the Deathfin,16-Jun-14,PS3,Adventure,different cloth,"0-20,000",different cloth,7.99,28228,0.0,0.0,,2012.0,72,8.1
1255,Grand Theft Auto V,14-Apr-15,PS3,Action,Rockstar North,"10,000,000-20,000,000",Rockstar Games,29.99,20,697.0,234.0,96.0,2013.0,97,8.3
1256,Grand Theft Auto V,14-Apr-15,PS4,Action,Rockstar North,"10,000,000-20,000,000",Rockstar Games,29.99,21,697.0,234.0,96.0,2014.0,97,8.3
1257,Grand Theft Auto V,14-Apr-15,X360,Action,Rockstar North,"10,000,000-20,000,000",Rockstar Games,29.99,33,697.0,234.0,96.0,2013.0,97,8.3
1258,Grand Theft Auto V,14-Apr-15,PC,Action,Rockstar North,"10,000,000-20,000,000",Rockstar Games,29.99,61,697.0,234.0,96.0,2015.0,96,7.7
1259,The Witcher 3: Wild Hunt,18-May-15,PC,Role-Playing,CD PROJEKT RED,"5,000,000-10,000,000",CD PROJEKT RED,39.99,210,609.0,281.0,93.0,2015.0,93,9.3
1260,The Witcher 3: Wild Hunt,18-May-15,PS4,Role-Playing,CD PROJEKT RED,"5,000,000-10,000,000",CD PROJEKT RED,39.99,216,609.0,281.0,93.0,2015.0,92,9.2
1261,Rocket League,7-Jul-15,PS4,Sports,"Psyonix, Inc.","5,000,000-10,000,000","Psyonix, Inc.",9.99,1001,560.0,461.0,86.0,2016.0,85,8.6
1262,Rocket League,7-Jul-15,PC,Sports,"Psyonix, Inc.","5,000,000-10,000,000","Psyonix, Inc.",9.99,11298,560.0,461.0,86.0,2015.0,86,8.3
1263,Cities: Skylines,10-Mar-15,PC,Simulation,Colossal Order Ltd.,"5,000,000-10,000,000",Paradox Interactive,29.99,255,739.0,1196.0,85.0,2015.0,85,8.9
1264,Fallout 4,9-Nov-15,PS4,Role-Playing,Bethesda Game Studios,"5,000,000-10,000,000",Bethesda Softworks,29.99,114,16.0,21.0,84.0,2015.0,87,6.6
1265,Fallout 4,9-Nov-15,PC,Role-Playing,Bethesda Game Studios,"5,000,000-10,000,000",Bethesda Softworks,29.99,1626,16.0,21.0,84.0,2015.0,84,5.5
1267,Undertale,15-Sep-15,PC,Role-Playing,tobyfox,"2,000,000-5,000,000",tobyfox,9.99,434,0.0,0.0,92.0,2015.0,92,8.3
1268,Undertale,15-Sep-15,PS4,Role-Playing,tobyfox,"2,000,000-5,000,000",tobyfox,9.99,19524,0.0,0.0,92.0,2017.0,92,6.5
1269,Kerbal Space Program,27-Apr-15,PC,Misc,Squad,"2,000,000-5,000,000",Private Division,39.99,35231,0.0,0.0,88.0,2015.0,88,8.2
1270,Dying Light,26-Jan-15,PC,Action,Techland,"2,000,000-5,000,000",Techland Publishing,39.99,462,137.0,185.0,87.0,2016.0,75,7.9
1271,Dying Light,26-Jan-15,PS4,Action,Techland,"2,000,000-5,000,000",Techland Publishing,39.99,757,137.0,185.0,87.0,2015.0,74,7.9
1272,Prison Architect,6-Oct-15,PS4,Simulation,"Double Eleven, Introversion Software","2,000,000-5,000,000",Paradox Interactive,29.99,15367,312.0,369.0,83.0,2016.0,80,7.1
1273,Broforce,15-Oct-15,PC,Action,Free Lives,"2,000,000-5,000,000",Devolver Digital,14.99,1107,0.0,0.0,83.0,2014.0,83,8
1274,Broforce,15-Oct-15,PS4,Action,Free Lives,"2,000,000-5,000,000",Devolver Digital,14.99,25355,0.0,0.0,83.0,2016.0,68,6.6
1275,Jotun: Valhalla Edition,29-Sep-15,PS4,Action,Thunder Lotus Games,"2,000,000-5,000,000",Thunder Lotus Games,14.99,54001,30.0,10.0,79.0,,72,7
1277,Just Cause 3,30-Nov-15,PS4,Action-Adventure,Avalanche Studios,"2,000,000-5,000,000",Square Enix,19.99,1026,30.0,19.0,74.0,2015.0,73,6.3
1278,Just Cause 3,30-Nov-15,PC,Action-Adventure,Avalanche Studios,"2,000,000-5,000,000",Square Enix,19.99,9927,30.0,19.0,74.0,2015.0,74,5.5
1279,The Red Solstice,9-Jul-15,PC,Misc,Ironward,"2,000,000-5,000,000",Nkidu Games Inc.,9.99,48711,0.0,0.0,74.0,2014.0,74,7.4
1280,F1 2015,9-Jul-15,PS4,Racing,"Codemasters, Feral Interactive (Linux)","2,000,000-5,000,000","Codemasters, Feral Interactive (Linux)",39.99,3431,201.0,67.0,61.0,2015.0,65,6.4
1281,F1 2015,9-Jul-15,PC,Racing,"Codemasters, Feral Interactive (Linux)","2,000,000-5,000,000","Codemasters, Feral Interactive (Linux)",39.99,14587,201.0,67.0,61.0,2015.0,61,3.9
1282,Pillars of Eternity,26-Mar-15,PC,Role-Playing,Obsidian Entertainment,"1,000,000-2,000,000",Paradox Interactive,29.99,1810,0.0,0.0,89.0,2015.0,89,8.3
1284,Crypt of the NecroDancer,23-Apr-15,PC,Music,Brace Yourself Games,"1,000,000-2,000,000","Brace Yourself Games, Klei Entertainment",14.99,27389,116.0,122.0,87.0,2015.0,87,7.7
1285,Crypt of the NecroDancer,23-Apr-15,PS4,Music,Brace Yourself Games,"1,000,000-2,000,000","Brace Yourself Games, Klei Entertainment",14.99,53325,116.0,122.0,87.0,2016.0,85,6.7
1286,DiRT Rally,7-Dec-15,PS4,Racing,"Codemasters Racing Studio, Feral Interactive (Linux), Feral Interactive (Mac)","1,000,000-2,000,000","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)",39.99,4502,4.0,1.0,86.0,2016.0,85,8
1287,DiRT Rally,7-Dec-15,PC,Racing,"Codemasters Racing Studio, Feral Interactive (Linux), Feral Interactive (Mac)","1,000,000-2,000,000","Codemasters, Feral Interactive (Linux), Feral Interactive (Mac)",39.99,16282,4.0,1.0,86.0,2015.0,86,8.7
1288,Black Mesa,5-May-15,PC,Shooter,Crowbar Collective,"1,000,000-2,000,000",Crowbar Collective,19.99,3872,0.0,0.0,86.0,2012.0,86,8.9
1289,Mortal Kombat X,13-Apr-15,PS4,Fighting,"NetherRealm Studios, QLOC","1,000,000-2,000,000",Warner Bros. Interactive Entertainment,19.99,458,148.0,117.0,84.0,2015.0,83,7.8
1290,Mortal Kombat X,13-Apr-15,PC,Fighting,"NetherRealm Studios, QLOC","1,000,000-2,000,000",Warner Bros. Interactive Entertainment,19.99,15017,148.0,117.0,84.0,2015.0,76,5.5
1291,Project CARS,15-Mar-15,PS4,Racing,Slightly Mad Studios,"1,000,000-2,000,000","Slightly Mad Studios, BANDAI NAMCO Entertainment",29.99,1801,7.0,2.0,83.0,2015.0,83,6.6
1292,Project CARS,15-Mar-15,PC,Racing,Slightly Mad Studios,"1,000,000-2,000,000","Slightly Mad Studios, BANDAI NAMCO Entertainment",29.99,11009,7.0,2.0,83.0,2015.0,83,7.1
1293,The Escapists,13-Feb-15,PC,Action,Mouldy Toof Studios,"1,000,000-2,000,000",Team17 Digital Ltd,17.99,1782,312.0,104.0,71.0,2014.0,71,6.9
1294,The Escapists,13-Feb-15,PS4,Action,Mouldy Toof Studios,"1,000,000-2,000,000",Team17 Digital Ltd,17.99,48153,312.0,104.0,71.0,2015.0,71,6.3
1295,Dungeons 2,24-Apr-15,PS4,Role-Playing,Realmforge Studios,"1,000,000-2,000,000",Kalypso Media Digital,19.99,17580,0.0,0.0,70.0,2016.0,61,6.9
1296,Dungeons 2,24-Apr-15,PC,Role-Playing,Realmforge Studios,"1,000,000-2,000,000",Kalypso Media Digital,19.99,20295,0.0,0.0,70.0,2015.0,70,7.3
1297,Batman: Arkham Knight,23-Jun-15,PS4,Action,Rocksteady Studios,"1,000,000-2,000,000",Warner Bros. Interactive Entertainment,19.99,356,194.0,183.0,,2015.0,87,7.8
1298,Batman: Arkham Knight,23-Jun-15,PC,Action,Rocksteady Studios,"1,000,000-2,000,000",Warner Bros. Interactive Entertainment,19.99,1628,194.0,183.0,,2015.0,70,2.9
1299,Hotline Miami 2: Wrong Number,10-Mar-15,PC,Shooter,Dennaton Games,"1,000,000-2,000,000",Devolver Digital,14.99,2317,87.0,120.0,,2015.0,74,7.6
1300,Hotline Miami 2: Wrong Number,10-Mar-15,PS4,Misc,Dennaton Games,"1,000,000-2,000,000",Devolver Digital,14.99,33792,87.0,120.0,,2015.0,75,7.6
1301,Magicka 2,26-May-15,PC,Action,Pieces Interactive,"1,000,000-2,000,000",Paradox Interactive,14.99,2804,52.0,17.0,,2015.0,69,5.6
1302,Magicka 2,26-May-15,PS4,Action,Pieces Interactive,"1,000,000-2,000,000",Paradox Interactive,14.99,36777,52.0,17.0,,2015.0,72,6.3
1303,Nuclear Throne,5-Dec-15,PC,Shooter,Vlambeer,"500,000-1,000,000",Vlambeer,11.99,4627,4.0,1.0,88.0,2017.0,88,7.6
1304,Homeworld Remastered Collection,25-Feb-15,PC,Strategy,Gearbox Software,"500,000-1,000,000",Gearbox Publishing,34.99,3247,0.0,0.0,86.0,2015.0,86,8.2
1305,Grim Fandango Remastered,26-Jan-15,PC,Adventure,Double Fine Productions,"500,000-1,000,000",Double Fine Productions,14.99,4444,0.0,0.0,84.0,2005.0,84,8
1306,"Invisible, Inc.",12-May-15,PC,Action,Klei Entertainment,"500,000-1,000,000",Klei Entertainment,19.99,34335,0.0,0.0,82.0,2015.0,82,7.9
1307,Galactic Civilizations III,14-May-15,PC,Strategy,Stardock Entertainment,"500,000-1,000,000",Stardock Entertainment,29.99,4752,0.0,0.0,81.0,2015.0,81,6.6
1308,Hand of Fate,17-Feb-15,PC,Role-Playing,Defiant Development,"500,000-1,000,000",Defiant Development,19.99,3710,0.0,0.0,78.0,2015.0,78,7.7
1309,Human Resource Machine,15-Oct-15,PC,Puzzle,Tomorrow Corporation,"500,000-1,000,000",Tomorrow Corporation,14.99,8533,0.0,0.0,78.0,2015.0,78,8
1310,Tales of Zestiria,19-Oct-15,PS4,Role-Playing,BANDAI NAMCO Studio Inc.,"500,000-1,000,000",BANDAI NAMCO Entertainment,49.99,5016,0.0,0.0,77.0,2015.0,72,7.4
1311,Mini Metro,6-Nov-15,PC,Strategy,Dinosaur Polo Club,"500,000-1,000,000",Dinosaur Polo Club,9.99,4226,0.0,0.0,77.0,2010.0,77,7.7
1312,Wolfenstein: The Old Blood,4-May-15,PC,Shooter,MachineGames,"500,000-1,000,000",Bethesda Softworks,19.99,3840,44.0,29.0,76.0,2015.0,76,7.7
1313,Wolfenstein: The Old Blood,4-May-15,PS4,Shooter,MachineGames,"500,000-1,000,000",Bethesda Softworks,19.99,4757,44.0,29.0,76.0,2015.0,76,7.9
1314,Armello,1-Sep-15,PS4,Strategy,League of Geeks,"500,000-1,000,000",League of Geeks,19.99,17835,0.0,0.0,75.0,2018.0,74,7.1
1315,Armello,1-Sep-15,PC,Strategy,League of Geeks,"500,000-1,000,000",League of Geeks,19.99,23074,0.0,0.0,75.0,2015.0,75,7
1316,Satellite Reign,27-Aug-15,PC,Misc,5 Lives Studios,"500,000-1,000,000",5 Lives Studios,29.99,43727,0.0,0.0,75.0,2015.0,75,7.7
1317,Assassin's Creed Syndicate,18-Nov-15,PS4,Action,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios","500,000-1,000,000",Ubisoft,39.99,430,0.0,0.0,74.0,2015.0,76,6.9
1318,Assassin's Creed Syndicate,18-Nov-15,PC,Action,"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios","500,000-1,000,000",Ubisoft,39.99,7444,0.0,0.0,74.0,2015.0,74,6
1319,Zombie Army Trilogy,6-Mar-15,PC,Shooter,Rebellion,"500,000-1,000,000",Rebellion,44.99,2569,162.0,58.0,72.0,2015.0,72,7.2
1320,Zombie Army Trilogy,6-Mar-15,PS4,Shooter,Rebellion,"500,000-1,000,000",Rebellion,44.99,8360,162.0,58.0,72.0,2015.0,62,6.8
1321,Heroes of Might & Magic III - HD Edition,29-Jan-15,PC,Strategy,DotEmu,"500,000-1,000,000",Ubisoft Entertainment,14.99,3898,0.0,0.0,65.0,2014.0,65,4.3
1322,Rebel Galaxy,20-Oct-15,PC,Simulation,Double Damage Games,"500,000-1,000,000",Double Damage Games,19.99,5751,0.0,0.0,,2016.0,75,7.7
1323,Pixel Piracy,23-Apr-15,PS4,Role-Playing,Vitali Kirpu,"500,000-1,000,000",Commotion Games Pty Ltd,9.99,54586,0.0,0.0,,2016.0,50,2.8
1324,Trine 3: The Artifacts of Power,20-Aug-15,PC,Action-Adventure,Frozenbyte,"500,000-1,000,000",Frozenbyte,5.49,5582,0.0,0.0,,2015.0,68,7.3
1325,War for the Overworld,2-Apr-15,PC,Misc,Brightrock Games,"500,000-1,000,000",Brightrock Games,29.99,5915,0.0,0.0,,2015.0,65,7.7
1326,Her Story,24-Jun-15,PC,Adventure,Sam Barlow,"200,000-500,000",Sam Barlow,9.99,6658,0.0,0.0,86.0,2015.0,86,6
1327,Downwell,15-Oct-15,PC,Platform,Moppin,"200,000-500,000",Devolver Digital,2.99,6936,0.0,0.0,81.0,2016.0,81,6.5
1328,Axiom Verge,14-May-15,PC,Action,Thomas Happ Games LLC,"200,000-500,000",Thomas Happ Games LLC,19.99,9529,0.0,0.0,80.0,2015.0,80,7.8
1329,Axiom Verge,14-May-15,PS4,Action,Thomas Happ Games LLC,"200,000-500,000",Thomas Happ Games LLC,19.99,15794,0.0,0.0,80.0,2015.0,84,7.9
1330,Lovers in a Dangerous Spacetime,9-Sep-15,PC,Misc,Asteroid Base,"200,000-500,000",Asteroid Base,14.99,8244,0.0,0.0,80.0,2020.0,80,7.3
1331,The Incredible Adventures of Van Helsing: Final Cut,6-Nov-15,PC,Role-Playing,NeocoreGames,"200,000-500,000",NeocoreGames,44.99,9247,0.0,0.0,79.0,2009.0,79,7.5
1332,Apotheon,3-Feb-15,PC,Platform,Alientrap,"200,000-500,000",Alientrap,14.99,9557,0.0,0.0,78.0,2013.0,78,7.7
1333,Apotheon,3-Feb-15,PS4,Platform,Alientrap,"200,000-500,000",Alientrap,14.99,22871,0.0,0.0,78.0,2015.0,76,7.3
1334,Apotheon,3-Feb-15,PC,Action,Alientrap,"200,000-500,000",Alientrap,14.99,22872,0.0,0.0,78.0,2015.0,78,7.7
1335,Grey Goo,23-Jan-15,PC,Strategy,Petroglyph,"200,000-500,000",Grey Box,29.99,5905,0.0,0.0,77.0,2015.0,77,7.5
1336,Blood Bowl 2,22-Sep-15,PC,Sports,Cyanide Studios,"200,000-500,000",Focus Home Interactive,19.99,6817,0.0,0.0,76.0,2016.0,76,6.2
1337,Blood Bowl 2,22-Sep-15,PS4,Sports,Cyanide Studios,"200,000-500,000",Focus Home Interactive,19.99,19910,0.0,0.0,76.0,2015.0,72,7.1
1338,Audiosurf 2,26-May-15,PC,Music,Dylan Fitterer,"200,000-500,000",Dylan Fitterer,14.99,6381,0.0,0.0,76.0,2000.0,76,7.1
1339,Grow Home,4-Feb-15,PC,Platform,"Reflections, a Ubisoft Studio","200,000-500,000",Ubisoft,7.99,6294,0.0,0.0,75.0,2015.0,75,7.4
1340,Grow Home,4-Feb-15,PS4,Platform,"Reflections, a Ubisoft Studio","200,000-500,000",Ubisoft,7.99,32642,0.0,0.0,75.0,2015.0,74,6.1
1341,Chroma Squad,30-Apr-15,PC,Role-Playing,Behold Studios,"200,000-500,000",Behold Studios,14.99,8385,0.0,0.0,75.0,2015.0,75,7.7
1342,Chroma Squad,30-Apr-15,PS4,Role-Playing,Behold Studios,"200,000-500,000",Behold Studios,14.99,53253,0.0,0.0,75.0,,74,6.4
1343,Titan Souls,14-Apr-15,PC,Action,Acid Nerve,"200,000-500,000",Devolver Digital,14.99,6054,0.0,0.0,74.0,2015.0,74,5.6
1344,Titan Souls,14-Apr-15,PS4,Action,Acid Nerve,"200,000-500,000",Devolver Digital,14.99,49257,0.0,0.0,74.0,2015.0,73,6.7
1345,Anna's Quest,2-Jul-15,PC,Adventure,Daedalic Entertainment,"200,000-500,000",Daedalic Entertainment,19.99,52933,0.0,0.0,74.0,2015.0,74,6.9
1346,Hard West,18-Nov-15,PC,Strategy,CreativeForge Games,"200,000-500,000",Good Shepherd Entertainment,19.99,8716,0.0,0.0,73.0,2006.0,73,7.5
1347,Anno 2205,3-Nov-15,PC,Strategy,Blue Byte,"200,000-500,000",Ubisoft,39.99,8118,0.0,0.0,72.0,2015.0,72,6
1348,Guild of Dungeoneering,14-Jul-15,PC,Role-Playing,Gambrinous,"200,000-500,000",Versus Evil,14.99,32703,0.0,0.0,72.0,2015.0,72,5
1349,LEGO Jurassic World,11-Jun-15,PS4,Action,"TT Games Ltd, Feral Interactive (Mac)","200,000-500,000","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",19.99,1989,0.0,0.0,72.0,2015.0,70,7.1
1350,LEGO Jurassic World,11-Jun-15,PC,Action,"TT Games Ltd, Feral Interactive (Mac)","200,000-500,000","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",19.99,6135,0.0,0.0,72.0,2015.0,72,7.2
1351,Five Nights at Freddy's 3,2-Mar-15,PC,Simulation,Scott Cawthon,"200,000-500,000",Scott Cawthon,7.99,31051,2.0,1.0,68.0,2015.0,68,6.9
1352,Sid Meier's Starships,12-Mar-15,PC,Strategy,Firaxis Games,"200,000-500,000",2K,14.99,8923,0.0,0.0,64.0,2015.0,64,4.3
1353,Party Hard,25-Aug-15,PC,Action,"Pinokl Games, Kverta","200,000-500,000",tinyBuild,9.99,5866,0.0,0.0,64.0,2003.0,64,7.4
1354,Life is Feudal: Your Own,17-Nov-15,PC,Role-Playing,Bitbox Ltd.,"200,000-500,000",Bitbox Ltd.,19.99,4327,507.0,169.0,63.0,2015.0,63,5.6
1355,Dex,7-May-15,PS4,Role-Playing,Dreadlocks Ltd.,"200,000-500,000","Dreadlocks Ltd., Techland, WhisperGames",19.99,53442,0.0,0.0,62.0,2016.0,67,6.8
1356,Dex,7-May-15,PC,Role-Playing,Dreadlocks Ltd.,"200,000-500,000","Dreadlocks Ltd., Techland, WhisperGames",19.99,53444,0.0,0.0,62.0,2015.0,62,7.7
1357,Windward,12-May-15,PC,Sandbox,Tasharen Entertainment Inc.,"200,000-500,000",Tasharen Entertainment Inc.,9.99,5995,0.0,0.0,61.0,2001.0,61,6.9
1358,Shelter 2,9-Mar-15,PC,Adventure,Might and Delight,"200,000-500,000",Might and Delight,14.99,7913,0.0,0.0,58.0,2015.0,58,6.8
1359,Submerged,3-Aug-15,PC,Adventure,Uppercut Games Pty Ltd,"200,000-500,000",Uppercut Games Pty Ltd,19.99,11808,0.0,0.0,47.0,2015.0,47,5
1360,Hatred,1-Jun-15,PC,Shooter,Destructive Creations,"200,000-500,000",Destructive Creations,5.99,7900,9.0,3.0,43.0,2015.0,43,4.6
1362,Stealth Inc 2: A Game of Clones,30-Apr-15,PC,Action-Adventure,Carbon,"200,000-500,000",Curve Digital,14.99,7437,0.0,0.0,,2006.0,77,6.2
1363,Shantae and the Pirate's Curse,23-Apr-15,3DS,Platform,WayForward,"200,000-500,000",WayForward,19.99,12592,0.0,0.0,,2016.0,82,8.4
1364,2064: Read Only Memories,6-Oct-15,PS4,Adventure,"MidBoss, LLC.","200,000-500,000","MidBoss, LLC., AGM PLAYISM",19.99,21400,0.0,0.0,,2017.0,76,3.3
1365,Primal Carnage: Extinction,3-Apr-15,PS4,Shooter,"Circle Five Studios, Pub Games","200,000-500,000",Circle Five Studios,12.99,41535,0.0,0.0,,2015.0,46,5.9
1366,Renowned Explorers: International Society,2-Sep-15,PC,Strategy,Abbey Games,"200,000-500,000",Abbey Games,19.99,9609,0.0,0.0,,2007.0,72,6.4
1367,Kero Blaster,11-Nov-15,PC,Action,Studio Pixel,"100,000-200,000",AGM PLAYISM,9.99,35232,0.0,0.0,82.0,2014.0,82,7.2
1368,Technobabylon,15-May,PC,Adventure,Technocrat Games,"100,000-200,000",Wadjet Eye Games,14.99,55201,0.0,0.0,82.0,2015.0,82,7.7
1369,"Guns, Gore & Cannoli",30-Apr-15,PC,Action,"Crazy Monkey Studios, Claeysbrothers","100,000-200,000",Crazy Monkey Studios,9.99,53827,0.0,0.0,80.0,2015.0,74,7.6
1370,Volume,18-Aug-15,PS4,Action,Bithell Games,"100,000-200,000",Bithell Games,19.99,50817,0.0,0.0,80.0,2015.0,71,7
1371,Volume,18-Aug-15,PC,Action,Bithell Games,"100,000-200,000",Bithell Games,19.99,50819,0.0,0.0,80.0,2015.0,80,7.3
1372,Mushroom 11,15-Oct-15,PC,Misc,Untame,"100,000-200,000",Untame,14.99,38634,0.0,0.0,78.0,2015.0,78,7.2
1373,Deathtrap,4-Feb-15,PC,Action,NeocoreGames,"100,000-200,000",NeocoreGames,19.99,12400,35.0,11.0,77.0,2015.0,77,7.7
1374,Oceanhorn: Monster of Uncharted Seas,17-Mar-15,PC,Action,Cornfox & Bros.,"100,000-200,000",Cornfox & Bros.,14.99,39789,0.0,0.0,74.0,2015.0,74,7.3
1375,Oceanhorn: Monster of Uncharted Seas,17-Mar-15,PS4,Action,Cornfox & Bros.,"100,000-200,000",Cornfox & Bros.,14.99,39791,0.0,0.0,74.0,2016.0,66,7.2
1376,Thea: The Awakening,20-Nov-15,PC,Strategy,MuHa Games,"100,000-200,000",MuHa Games,19.99,9460,0.0,0.0,73.0,2008.0,73,8.6
1377,Big Pharma,27-Aug-15,PC,Simulation,Twice Circled,"100,000-200,000",Positech Games,24.99,8159,0.0,0.0,72.0,2010.0,72,6.3
1378,Convoy,21-Apr-15,PC,Strategy,Convoy Games,"100,000-200,000",Indietopia Games,14.99,27009,0.0,0.0,72.0,2015.0,72,5.5
1379,"Warhammer 40,000: Regicide",8-Sep-15,PC,Strategy,Hammerfall Publishing,"100,000-200,000",Hammerfall Publishing,9.99,51025,0.0,0.0,72.0,2015.0,72,7.7
1380,Legends of Eisenwald,2-Jul-15,PC,Strategy,Aterdux Entertainment,"100,000-200,000",Aterdux Entertainment,19.99,11787,0.0,0.0,71.0,2015.0,71,7.7
1381,Valhalla Hills,2-Dec-15,PC,Strategy,Funatics Software,"100,000-200,000",Daedalic Entertainment,14.99,12267,0.0,0.0,69.0,2015.0,69,6.8
1382,Bloodsports.TV,30-Mar-15,PC,Action,"Toadman Interactive, Fatshark","100,000-200,000",Fatshark,9.99,24858,0.0,0.0,69.0,2015.0,69,6.2
